Global_Time,Vehicle_ID,Lane_ID,Global_X,Global_Y,v_Vel,v_Acc,yaw,v_Length,v_Width,v_Height,CAV,Detected,Local_Y
199,1426.0,4.0,41.916,37.758,21.274095926046385,-0.554254182127039,0.205,4.514,2.007,1.525,0.0,0.0,399.47379143593304
200,1426.0,4.0,62.772,37.84,20.856090954133776,-0.4180049719126089,0.253,4.514,2.007,1.525,0.0,0.0,420.3298823900668
184,1429.0,3.0,-342.509,33.49,30.405027641210552,-0.4880009005818664,0.0,4.514,2.007,1.525,0.0,0.0,15.043431424494585
185,1429.0,3.0,-312.104,33.531,29.917026740628685,-0.7582503252279231,0.023,4.514,2.007,1.525,0.0,0.0,45.44845906570514
186,1429.0,3.0,-282.675,33.57,28.888526990754706,-1.069288131477979,0.0,4.514,2.007,1.525,0.0,0.0,74.87748490575196
187,1429.0,3.0,-254.327,33.61,27.778450477672727,-1.1410397377654142,0.0,4.514,2.007,1.525,0.0,0.0,103.22551304721455
188,1429.0,3.0,-227.118,33.533,26.606447515223877,-1.1904635257369343,0.105,4.514,2.007,1.525,0.0,0.0,130.4343858610974
189,1429.0,3.0,-201.114,33.567,25.39752342619886,-1.117712922550652,0.0,4.514,2.007,1.525,0.0,0.0,156.4384080776623
190,1429.0,3.0,-176.323,33.602,24.371021670122573,-0.8560022423714742,0.126,4.514,2.007,1.525,0.0,0.0,181.22943271349513
191,1429.0,3.0,-152.372,33.632,23.68551894145591,-0.5789988149185845,0.126,4.514,2.007,1.525,0.0,0.0,205.18045141790745
192,1429.0,3.0,-128.952,33.662,23.213024040285404,-0.495960136966751,0.126,4.514,2.007,1.525,0.0,0.0,228.60047059640695
193,1429.0,3.0,-105.946,33.699,22.69359866752241,-0.6064663856296804,0.205,4.514,2.007,1.525,0.0,0.0,251.60649949847826
194,1429.0,3.0,-83.565,33.84,22.000091269026044,-0.6880321245459626,0.108,4.514,2.007,1.525,0.0,0.0,273.98766793145177
195,1429.0,3.0,-61.946,33.865,21.317534418430483,-0.6037598171130512,0.126,4.514,2.007,1.525,0.0,0.0,295.60668203653034
196,1429.0,3.0,-40.93,33.92,20.79257163479994,-0.4699721866801383,0.253,4.514,2.007,1.525,0.0,0.0,316.62273676831273
197,1429.0,3.0,-20.361,34.0,20.377590045070207,-0.4207406044711064,0.252,4.514,2.007,1.525,0.0,0.0,337.1918253061302
198,1429.0,3.0,-0.175,34.082,19.95109042585773,-0.487250901251457,0.201,4.514,2.007,1.525,0.0,0.0,357.37791685845315
199,1429.0,3.0,19.541,34.162,19.403088242567293,-0.518250873574047,0.21,4.514,2.007,1.525,0.0,0.0,377.0940061578457
200,1429.0,3.0,38.631,34.24,18.914588678709634,-0.33199903544503684,0.253,4.514,2.007,1.525,0.0,0.0,396.18409334358773
201,1429.0,3.0,57.37,34.32,18.73909017167722,-0.17549850703241532,0.253,4.514,2.007,1.525,0.0,0.0,414.92318351526495
185,1431.0,1.0,-338.345,26.495,30.323026378143975,-0.21449980849022054,0.148,3.866,1.905,1.878,0.0,0.0,19.198080443668008
186,1431.0,1.0,-308.022,26.535,30.108526569653755,-0.2877497430911884,0.14,3.866,1.905,1.878,0.0,0.0,49.52110682181198
187,1431.0,1.0,-278.128,26.575,29.7475268919616,-0.3067497261276131,0.141,3.866,1.905,1.878,0.0,0.0,79.41513358297551
188,1431.0,1.0,-248.527,26.615,29.49502711739853,-0.21824980514213266,0.148,3.866,1.905,1.878,0.0,0.0,109.01616060573518
189,1431.0,1.0,-219.138,26.655,29.311027281677333,-0.1619998553632236,0.148,3.866,1.905,1.878,0.0,0.0,138.40518781777257
190,1431.0,1.0,-189.905,26.695,29.17102740667208,-0.16900085132183662,0.148,3.866,1.905,1.878,0.0,0.0,167.63821516908985
191,1431.0,1.0,-160.796,26.735,28.97302557903366,-0.34250036234820413,0.148,3.866,1.905,1.878,0.0,0.0,196.74724263111673
192,1431.0,1.0,-131.959,26.772,28.486026681975673,-0.8229992652095035,0.07,3.866,1.905,1.878,0.0,0.0,225.58426632715717
193,1431.0,1.0,-103.824,26.813,27.327027048614653,-1.2315019071177247,0.075,3.866,1.905,1.878,0.0,0.0,253.71929599506808
194,1431.0,1.0,-77.305,26.849,26.023022867740224,-1.0502316907049973,0.08,3.866,1.905,1.878,0.0,0.0,280.2383204243865
195,1431.0,1.0,-51.778,26.882,25.22656366720466,-0.6132070256586388,0.069,3.866,1.905,1.878,0.0,0.0,305.7653417305485
196,1431.0,1.0,-26.852,26.978,24.796608816422946,-0.306226341712744,0.246,3.866,1.905,1.878,0.0,0.0,330.6914477587958
197,1431.0,1.0,-2.185,27.078,24.61411098377917,-0.16724918253703436,0.236,3.866,1.905,1.878,0.0,0.0,355.3585593633944
198,1431.0,1.0,22.376,27.177,24.462110451348877,-0.12550022202056255,0.211,3.866,1.905,1.878,0.0,0.0,379.91966972635413
199,1431.0,1.0,46.739,27.276,24.363110539738045,-0.09899991161083221,0.167,3.866,1.905,1.878,0.0,0.0,404.2827802660922
185,1432.0,2.0,-337.794,29.995,30.853031250060727,-0.19350183165611767,0.127,4.605,1.932,1.855,0.0,0.0,19.7537569239819
186,1432.0,2.0,-306.941,30.039,30.65952941840461,-0.29125207845244105,0.024,4.605,1.932,1.855,0.0,0.0,50.60678817404263
187,1432.0,2.0,-276.475,30.08,30.270527093155845,-0.38925132281720565,0.0,4.605,1.932,1.855,0.0,0.0,81.07281576079112
188,1432.0,2.0,-246.4,30.12,29.8810267727702,-0.38300032618898605,0.0,4.605,1.932,1.855,0.0,0.0,111.14784236035432
189,1432.0,2.0,-216.713,30.16,29.504526440777873,-0.3752513353167046,0.0,4.605,1.932,1.855,0.0,0.0,140.8348693063315
190,1432.0,2.0,-187.391,30.199,29.13052410213679,-0.40625063950040996,0.029,4.605,1.932,1.855,0.0,0.0,170.15689524191006
191,1432.0,2.0,-158.452,30.235,28.692025161777053,-0.4979978850286173,0.127,4.605,1.932,1.855,0.0,0.0,199.0959175106051
192,1432.0,2.0,-130.007,30.275,28.134528332079555,-0.9164991817308632,0.127,4.605,1.932,1.855,0.0,0.0,227.54094556546417
193,1432.0,2.0,-102.183,30.315,26.859026798315327,-2.0560045116824597,0.08,4.605,1.932,1.855,0.0,0.0,255.3649741747642
194,1432.0,2.0,-76.289,30.351,24.022519308714635,-2.744740199905671,0.08,4.605,1.932,1.855,0.0,0.0,281.2589991620948
195,1432.0,2.0,-54.138,30.376,21.369546398503985,-1.7741270328751995,0.094,4.605,1.932,1.855,0.0,0.0,303.41001279219347
196,1432.0,2.0,-33.55,30.449,20.474265242964236,-0.44159804047654916,0.222,4.605,1.932,1.855,0.0,0.0,323.9980919591028
197,1432.0,2.0,-13.189,30.052,20.486350317550887,0.11319878626281366,-2.213,4.605,1.932,1.855,0.0,0.0,344.35854327812194
198,1432.0,2.0,7.424,29.504,20.700662815489864,0.04311610194584148,-0.058,4.605,1.932,1.855,0.0,0.0,364.97079259420457
199,1432.0,2.0,28.213,29.575,20.57258252144257,-0.17228704375091297,0.252,4.605,1.932,1.855,0.0,0.0,385.75986890910167
200,1432.0,2.0,48.569,29.655,20.356088727988038,-0.21649379345453212,0.254,4.605,1.932,1.855,0.0,0.0,406.1159576370897
187,1437.0,2.0,-331.715,30.005,31.272025530858166,-0.16399718102202954,0.148,3.866,1.905,1.878,0.0,0.0,25.83276485930967
188,1437.0,2.0,-300.443,30.045,31.108028349836136,-0.28074807899367116,0.148,3.866,1.905,1.878,0.0,0.0,57.104790390167835
189,1437.0,2.0,-269.499,30.089,30.710529372870823,-0.3297507078010735,0.042,3.866,1.905,1.878,0.0,0.0,88.04882155898194
190,1437.0,2.0,-239.022,30.13,30.44852693423399,-0.17450151455021512,0.0,3.866,1.905,1.878,0.0,0.0,118.52584913590948
191,1437.0,2.0,-208.602,30.17,30.361526343770393,-0.15050019970010098,0.0,3.866,1.905,1.878,0.0,0.0,148.94587542744992
192,1437.0,2.0,-178.299,30.21,30.147526534833787,-0.3427496939861001,0.0,3.866,1.905,1.878,0.0,0.0,179.24890182345027
193,1437.0,2.0,-148.307,30.25,29.676026955798193,-0.8522492390945402,0.0,3.866,1.905,1.878,0.0,0.0,209.2409284971175
194,1437.0,2.0,-118.947,30.29,28.443028056644707,-1.6662518530338772,0.0,3.866,1.905,1.878,0.0,0.0,238.60095573504665
195,1437.0,2.0,-91.421,30.33,26.34352324973044,-2.113747444663751,0.08,3.866,1.905,1.878,0.0,0.0,266.1269846104069
196,1437.0,2.0,-66.26,30.36,24.215533167317204,-1.7902220101434594,0.0,3.866,1.905,1.878,0.0,0.0,291.28800223450753
197,1437.0,2.0,-42.99,30.412,22.76307922944352,-1.0922698529540185,0.229,3.866,1.905,1.878,0.0,0.0,314.5580509450413
198,1437.0,2.0,-20.734,30.509,22.030993461409167,-0.5666674287410416,0.479,3.866,1.905,1.878,0.0,0.0,336.81416069339457
199,1437.0,2.0,1.071,31.18,21.629744371961436,-0.43536286094280285,2.796,3.866,1.905,1.878,0.0,0.0,358.62003786785965
200,1437.0,2.0,22.524,31.652,21.16026773952356,-0.5671532681254092,0.265,3.866,1.905,1.878,0.0,0.0,380.07364943731744
201,1437.0,2.0,43.391,31.609,20.495437835710618,-0.5181579888458288,-0.864,3.866,1.905,1.878,0.0,0.0,400.9405733469068
202,1437.0,2.0,63.516,30.838,20.123951761831904,-0.3714860738787138,-2.6,3.866,1.905,1.878,0.0,0.0,421.0645251087387
187,1438.0,4.0,-330.259,37.005,29.79602684865984,-0.50849954600125,0.072,7.936,2.891,3.462,0.0,0.0,27.298117503879194
188,1438.0,4.0,-300.463,37.045,29.28752730265859,-0.7714993111896984,0.072,7.936,2.891,3.462,0.0,0.0,57.09414435253903
189,1438.0,4.0,-271.684,37.085,28.253028226280442,-0.8885015452159415,0.072,7.936,2.891,3.462,0.0,0.0,85.87317210919637
190,1438.0,4.0,-243.957,37.125,27.510524212226706,-0.3522530261987846,0.072,7.936,2.891,3.462,0.0,0.0,113.60020080509992
191,1438.0,4.0,-216.663,37.158,27.548522173882873,0.2020011559282402,0.121,7.936,2.891,3.462,0.0,0.0,140.8942205336498
192,1438.0,4.0,-188.86,37.195,27.914526524083186,0.2005031616841464,0.072,7.936,2.891,3.462,0.0,0.0,168.69724515286566
193,1438.0,4.0,-160.834,37.235,27.949528497251166,-0.18775116865091945,0.072,7.936,2.891,3.462,0.0,0.0,196.72327358181616
194,1438.0,4.0,-132.961,37.275,27.539024186781347,-0.6352524394613965,0.072,7.936,2.891,3.462,0.0,0.0,224.596302147368
195,1438.0,4.0,-105.756,37.308,26.679023618328372,-0.9437511618182413,0.11,7.936,2.891,3.462,0.0,0.0,251.80132195537885
196,1438.0,4.0,-79.603,37.346,25.651521863144865,-0.9899830807751684,0.08,7.936,2.891,3.462,0.0,0.0,277.95434938402474
197,1438.0,4.0,-54.453,37.375,24.699057456778036,-0.8662108086086278,0.072,7.936,2.891,3.462,0.0,0.0,303.1043656816686
198,1438.0,4.0,-30.205,37.465,23.91910024592761,-0.7682269314384342,0.217,7.936,2.891,3.462,0.0,0.0,327.3524642975808
199,1438.0,4.0,-6.615,37.557,23.162603593901167,-0.7297483462565708,0.218,7.936,2.891,3.462,0.0,0.0,350.9425661735238
200,1438.0,4.0,16.12,37.651,22.459603553414468,-0.5020018902906997,0.276,7.936,2.891,3.462,0.0,0.0,373.67767148538314
201,1438.0,4.0,38.304,37.742,22.158599813319768,-0.16325286087226232,0.22,7.936,2.891,3.462,0.0,0.0,395.86177328035274
202,1438.0,4.0,60.437,37.83,22.133097831669943,-0.025501981649824756,0.284,7.936,2.891,3.462,0.0,0.0,417.9948711120227
187,1439.0,3.0,-331.381,33.505,31.220025577284765,-0.1739978402326976,0.126,4.514,2.007,1.525,0.0,0.0,26.17144153336536
188,1439.0,3.0,-300.161,33.545,31.046027737052068,-0.32349804082561917,0.126,4.514,2.007,1.525,0.0,0.0,57.391467110650126
189,1439.0,3.0,-269.289,33.588,30.573029495633527,-0.5564998372153571,0.051,4.514,2.007,1.525,0.0,0.0,88.2634970074695
190,1439.0,3.0,-239.015,33.63,29.933028062621354,-0.6915017211014103,0.0,4.514,2.007,1.525,0.0,0.0,118.53752610191718
191,1439.0,3.0,-209.423,33.67,29.190026053430707,-0.7897516333818864,0.0,4.514,2.007,1.525,0.0,0.0,148.1295531327122
192,1439.0,3.0,-180.635,33.708,28.35352479585758,-0.8722512256548178,0.059,4.514,2.007,1.525,0.0,0.0,176.9175782087786
193,1439.0,3.0,-152.716,33.745,27.44552360212107,-0.9587498121481133,0.126,4.514,2.007,1.525,0.0,0.0,204.83660272442737
194,1439.0,3.0,-125.744,33.78,26.436025171561354,-1.0607490529416452,0.006,4.514,2.007,1.525,0.0,0.0,231.80862541302074
195,1439.0,3.0,-99.844,33.818,25.32402549623778,-1.1500009776742175,0.08,4.514,2.007,1.525,0.0,0.0,257.7086530675501
196,1439.0,3.0,-75.096,33.852,24.13602321621292,-1.178484248756483,0.08,4.514,2.007,1.525,0.0,0.0,282.4566764054963
197,1439.0,3.0,-51.572,33.885,22.967056998724814,-1.076213961811007,0.126,4.514,2.007,1.525,0.0,0.0,305.9806994999759
198,1439.0,3.0,-29.162,33.968,21.983595292590906,-0.9059804832164247,0.214,4.514,2.007,1.525,0.0,0.0,328.3907904029459
199,1439.0,3.0,-7.605,34.057,21.155096032291965,-0.7987522934853928,0.2,4.514,2.007,1.525,0.0,0.0,349.9478900851577
200,1439.0,3.0,13.148,34.14,20.38609070562012,-0.7010033829668885,0.253,4.514,2.007,1.525,0.0,0.0,370.70098246752985
201,1439.0,3.0,33.167,34.22,19.753089266358188,-0.44950060088592636,0.253,4.514,2.007,1.525,0.0,0.0,390.72007149639796
202,1439.0,3.0,52.654,34.3,19.487089503848267,-0.26599976250992086,0.253,4.514,2.007,1.525,0.0,0.0,410.20716100024623
187,1440.0,1.0,-331.762,26.505,31.117025669245223,-0.16749918231384342,0.144,3.988,1.851,1.617,0.0,0.0,25.78108792901474
188,1440.0,1.0,-300.645,26.545,30.94952648693138,-0.30449805778921935,0.144,3.988,1.851,1.617,0.0,0.0,56.89811359825996
189,1440.0,1.0,-269.863,26.586,30.508029553666784,-0.39374864624395833,0.102,3.988,1.851,1.617,0.0,0.0,87.6801409028775
190,1440.0,1.0,-239.629,26.63,30.162029194443463,-0.20875148397115417,0.0,3.988,1.851,1.617,0.0,0.0,117.91417270559353
191,1440.0,1.0,-209.539,26.67,30.090526585724476,-0.07300127110195831,0.0,3.988,1.851,1.617,0.0,0.0,148.00419929176442
192,1440.0,1.0,-179.448,26.71,30.016026652239546,-0.22124980246366022,0.0,3.988,1.851,1.617,0.0,0.0,178.09522587704248
193,1440.0,1.0,-149.507,26.75,29.648026980797155,-0.5509998421258828,0.0,3.988,1.851,1.617,0.0,0.0,208.03625259624351
194,1440.0,1.0,-120.152,26.79,28.91402696798778,-0.8232509353335473,0.0,3.988,1.851,1.617,0.0,0.0,237.3912798386368
195,1440.0,1.0,-91.679,26.829,28.00152511013006,-0.9749907777647167,0.08,3.988,1.851,1.617,0.0,0.0,265.8643065322191
196,1440.0,1.0,-64.149,26.865,26.964045412458347,-1.0019663665889809,0.144,3.988,1.851,1.617,0.0,0.0,293.3943300588969
197,1440.0,1.0,-37.751,26.933,25.9975923769521,-0.8277151858850544,0.19,3.988,1.851,1.617,0.0,0.0,319.79239735713577
198,1440.0,1.0,-12.154,27.038,25.308615040688238,-0.5492398216048997,0.226,3.988,1.851,1.617,0.0,0.0,345.3895148128011
199,1440.0,1.0,12.866,27.139,24.8991127337423,-0.38200199742902896,0.268,3.988,1.851,1.617,0.0,0.0,370.40962743851225
200,1440.0,1.0,37.644,27.24,24.54461104583018,-0.29400174192770123,0.283,3.988,1.851,1.617,0.0,0.0,395.1877402802857
201,1440.0,1.0,61.955,27.338,24.311109249886897,-0.23350179594328324,0.232,3.988,1.851,1.617,0.0,0.0,419.4988495301726
187,1443.0,4.0,-342.847,36.99,26.27702330910293,0.15599986072015426,0.002,5.915,1.988,2.561,0.0,0.0,14.710108698525055
188,1443.0,4.0,-316.57,37.025,26.433023169823084,0.05624994977890729,0.097,5.915,1.988,2.561,0.0,0.0,40.987132007627984
189,1443.0,4.0,-289.981,37.06,26.389523208660744,-0.23799945343949425,0.007,5.915,1.988,2.561,0.0,0.0,67.57615503817122
190,1443.0,4.0,-263.791,37.095,25.957024262944095,-0.3004997317077187,0.097,5.915,1.988,2.561,0.0,0.0,93.76617842494947
191,1443.0,4.0,-238.067,37.131,25.788523745245307,0.04099996339440182,0.017,5.915,1.988,2.561,0.0,0.0,119.49020356405941
192,1443.0,4.0,-212.214,37.165,26.0390241897329,0.2897497413055312,0.097,5.915,1.988,2.561,0.0,0.0,145.3432259154401
193,1443.0,4.0,-185.989,37.202,26.36802322785637,0.24374978237523237,0.039,5.915,1.988,2.561,0.0,0.0,171.5682519435252
194,1443.0,4.0,-159.478,37.235,26.526523754483364,-0.010249656779159011,0.097,5.915,1.988,2.561,0.0,0.0,198.07927237115283
195,1443.0,4.0,-132.936,37.273,26.34752391429805,-0.35324968461147677,0.052,5.915,1.988,2.561,0.0,0.0,224.62129945249194
196,1443.0,4.0,-106.783,37.306,25.82002438526041,-0.6282501072250071,0.12,5.915,1.988,2.561,0.0,0.0,250.77432019974893
197,1443.0,4.0,-81.296,37.344,25.091023699848037,-0.7434863074802536,0.08,5.915,1.988,2.561,0.0,0.0,276.26134822301276
198,1443.0,4.0,-56.601,37.375,24.333051770299903,-0.8682158178646873,0.097,5.915,1.988,2.561,0.0,0.0,300.956367599445
199,1443.0,4.0,-32.63,37.454,23.354592064118663,-0.9629750872145593,0.281,5.915,1.988,2.561,0.0,0.0,324.92745176361257
200,1443.0,4.0,-9.892,37.544,22.407101595870785,-0.650246078749646,0.279,5.915,1.988,2.561,0.0,0.0,347.6655517276823
201,1443.0,4.0,12.184,37.636,22.05409990661937,-0.22150113851826347,0.269,5.915,1.988,2.561,0.0,0.0,369.74165495535414
202,1443.0,4.0,34.216,37.723,21.964099318834258,-0.07899892725889401,0.243,5.915,1.988,2.561,0.0,0.0,391.77375154092107
203,1443.0,4.0,56.112,37.814,21.896102052101583,-0.06799726673267514,0.263,5.915,1.988,2.561,0.0,0.0,413.66985359302265
188,1444.0,3.0,-331.711,33.505,30.614026118333484,-0.1769998419709573,0.126,4.514,2.007,1.525,0.0,0.0,25.841441827995773
189,1444.0,3.0,-301.097,33.545,30.437026276362527,-0.2887497421983749,0.126,4.514,2.007,1.525,0.0,0.0,56.45546794632926
190,1444.0,3.0,-270.837,33.585,30.036526633936734,-0.45149959689198305,0.126,4.514,2.007,1.525,0.0,0.0,86.71549438072083
191,1444.0,3.0,-241.024,33.625,29.53402708257856,-0.5577631988772129,0.126,4.514,2.007,1.525,0.0,0.0,116.52852121420273
192,1444.0,3.0,-211.769,33.665,28.92100023618231,-0.6652681139408045,0.126,4.514,2.007,1.525,0.0,0.0,145.78354854587795
193,1444.0,3.0,-183.182,33.664,28.203490854696952,-0.7739929616381644,-0.154,4.514,2.007,1.525,0.0,0.0,174.37052168656734
194,1444.0,3.0,-155.362,33.689,27.37301431290598,-0.890725151720801,0.048,4.514,2.007,1.525,0.0,0.0,202.19053025527185
195,1444.0,3.0,-128.436,33.722,26.42204055125535,-1.0057260512548751,0.126,4.514,2.007,1.525,0.0,0.0,229.1165503123793
196,1444.0,3.0,-102.518,33.785,25.36156221039623,-1.1185006717285617,0.378,4.514,2.007,1.525,0.0,0.0,255.03461135778255
197,1444.0,3.0,-77.713,33.849,24.185039207798226,-1.1780042933697175,0.081,4.514,2.007,1.525,0.0,0.0,279.83967473317176
198,1444.0,3.0,-54.148,33.876,23.005553623656795,-1.0934739684932637,0.095,4.514,2.007,1.525,0.0,0.0,303.404689773379
199,1444.0,3.0,-31.702,33.96,21.9980912708117,-0.9279797954355331,0.253,4.514,2.007,1.525,0.0,0.0,325.85078198048535
200,1444.0,3.0,-10.152,34.042,21.14959403278573,-0.795248621846369,0.212,4.514,2.007,1.525,0.0,0.0,347.4008723150024
201,1444.0,3.0,10.597,34.129,20.40759402711896,-0.6720020725808098,0.238,4.514,2.007,1.525,0.0,0.0,368.1499700460568
202,1444.0,3.0,30.663,34.21,19.80558988762411,-0.43125228752712985,0.253,4.514,2.007,1.525,0.0,0.0,388.2160603692403
203,1444.0,3.0,50.208,34.29,19.5450894520647,-0.2605004355594076,0.253,4.514,2.007,1.525,0.0,0.0,407.761149821305
188,1445.0,1.0,-332.171,26.505,29.845026804911658,-0.20399981786478705,0.127,4.605,1.932,1.855,0.0,0.0,25.372088294177946
189,1445.0,1.0,-302.326,26.545,29.64102698704687,-0.3022497301452667,0.127,4.605,1.932,1.855,0.0,0.0,55.217115099089604
190,1445.0,1.0,-272.889,26.585,29.240527344621125,-0.37650066606176935,0.127,4.605,1.932,1.855,0.0,0.0,84.65414226827168
191,1445.0,1.0,-243.845,26.625,28.888025654923332,-0.25125144602632155,0.127,4.605,1.932,1.855,0.0,0.0,113.69816978833185
192,1445.0,1.0,-215.113,26.662,28.73802445256848,-0.07175027000963397,0.063,4.605,1.932,1.855,0.0,0.0,142.43019357811835
193,1445.0,1.0,-186.369,26.7,28.744525114904064,-0.019999982143616535,0.0,4.605,1.932,1.855,0.0,0.0,171.17421869346882
194,1445.0,1.0,-157.624,26.738,28.69802448828125,-0.13099888083230837,0.054,4.605,1.932,1.855,0.0,0.0,199.91924380792648
195,1445.0,1.0,-128.973,26.775,28.482527353239448,-0.3429980234156531,0.127,4.605,1.932,1.855,0.0,0.0,228.5702676700313
196,1445.0,1.0,-100.659,26.817,28.012028441449942,-0.6507480827198862,0.08,4.605,1.932,1.855,0.0,0.0,256.8842985144054
197,1445.0,1.0,-72.949,26.855,27.181031187799675,-0.9374774484676109,0.08,4.605,1.932,1.855,0.0,0.0,284.5943245529312
198,1445.0,1.0,-46.297,26.9,26.13707354451472,-1.0139600085556708,0.254,4.605,1.932,1.855,0.0,0.0,311.2463608900047
199,1445.0,1.0,-20.675,27.0,25.153111170688334,-0.8999808226427888,0.254,4.605,1.932,1.855,0.0,0.0,336.86847164196064
200,1445.0,1.0,4.009,27.1,24.337111899229143,-0.5894998077523042,0.254,4.605,1.932,1.855,0.0,0.0,361.5525832313814
201,1445.0,1.0,27.999,27.2,23.974111555183725,-0.18950049894961296,0.254,4.605,1.932,1.855,0.0,0.0,385.5426954404189
202,1445.0,1.0,51.957,27.299,23.958110901329917,-0.016000653853808444,0.221,4.605,1.932,1.855,0.0,0.0,409.50080634174884
188,1446.0,2.0,-354.864,30.005,29.155987331730685,-0.1419798290527723,-0.357,7.936,2.891,3.462,0.0,0.0,2.6837855271897038
189,1446.0,2.0,-325.708,30.015,29.014007502677913,-0.1447311628753134,0.072,7.936,2.891,3.462,0.0,0.0,31.839772858920387
190,1446.0,2.0,-296.836,30.055,28.86652500598006,-0.07924291378565229,0.072,7.936,2.891,3.462,0.0,0.0,60.711800532545524
191,1446.0,2.0,-267.975,30.091,28.85552167510661,-0.011500657871465592,0.13,7.936,2.891,3.462,0.0,0.0,89.5728228708805
192,1446.0,2.0,-239.125,30.126,28.843523690237127,-0.009747318739439237,0.069,7.936,2.891,3.462,0.0,0.0,118.42284388275874
193,1446.0,2.0,-210.288,30.165,28.83602703762773,-0.011497985315894965,0.072,7.936,2.891,3.462,0.0,0.0,147.25987025135476
194,1446.0,2.0,-181.453,30.205,28.820527719605337,-0.3314993699608664,0.072,7.936,2.891,3.462,0.0,0.0,176.0948979580142
195,1446.0,2.0,-152.647,30.245,28.173028297705997,-1.0520010651705007,0.072,7.936,2.891,3.462,0.0,0.0,204.90092569056543
196,1446.0,2.0,-125.107,30.285,26.716525589264336,-1.4102527497345676,0.072,7.936,2.891,3.462,0.0,0.0,232.4409545534262
197,1446.0,2.0,-99.214,30.319,25.352522798236862,-1.120250002027234,0.08,7.936,2.891,3.462,0.0,0.0,258.3339768690941
198,1446.0,2.0,-74.402,30.353,24.476025585209868,-0.7459812942064872,0.08,7.936,2.891,3.462,0.0,0.0,283.1460001498999
199,1446.0,2.0,-50.262,30.39,23.860560209823888,-0.6244630288644686,0.144,7.936,2.891,3.462,0.0,0.0,307.28602803951384
200,1446.0,2.0,-26.681,30.475,23.22709952748093,-0.6947290014773273,0.217,7.936,2.891,3.462,0.0,0.0,330.8671205695477
201,1446.0,2.0,-3.808,30.57,22.471102206869233,-0.7595009922507643,0.288,7.936,2.891,3.462,0.0,0.0,353.7402270944757
202,1446.0,2.0,18.261,30.658,21.708097542979402,-0.7085030422012863,0.218,7.936,2.891,3.462,0.0,0.0,375.80932498328616
203,1446.0,2.0,39.608,30.745,21.05409612246666,-0.4735012475972127,0.217,7.936,2.891,3.462,0.0,0.0,397.1564221804345
204,1446.0,2.0,60.369,30.83,20.761095047784977,-0.29300107468168335,0.289,7.936,2.891,3.462,0.0,0.0,417.9175172282195
189,1447.0,4.0,-335.878,37.0,28.560021270795886,-0.2714964169050198,0.0,5.915,1.988,2.561,0.0,0.0,21.6791158392434
190,1447.0,4.0,-307.318,37.035,28.288524853890866,-0.39049631065949164,0.097,5.915,1.988,2.561,0.0,0.0,50.23913711003929
191,1447.0,4.0,-279.301,37.075,27.779028649476903,-0.4369999439073009,0.097,5.915,1.988,2.561,0.0,0.0,78.25616554702513
192,1447.0,4.0,-251.76,37.115,27.414524966076264,-0.26650310275805644,0.097,5.915,1.988,2.561,0.0,0.0,105.7971944089931
193,1447.0,4.0,-224.472,37.149,27.24602244396079,-0.11085212637100383,0.011,5.915,1.988,2.561,0.0,0.0,133.08521547917766
194,1447.0,4.0,-197.268,37.185,27.192820713334257,-0.05983647064079278,0.097,5.915,1.988,2.561,0.0,0.0,160.28923929691467
195,1447.0,4.0,-170.086,36.917,27.126349502679204,-0.13729709708299964,-1.344,5.915,1.988,2.561,0.0,0.0,187.47085690584618
196,1447.0,4.0,-143.015,36.996,26.918226519168257,-0.314574332525396,1.328,5.915,1.988,2.561,0.0,0.0,214.54193830227308
197,1447.0,4.0,-116.25,37.292,26.497200837628412,-0.5863503655575215,0.155,5.915,1.988,2.561,0.0,0.0,241.3073099441827
198,1447.0,4.0,-90.021,37.332,25.745525788053214,-0.8650820769339163,0.08,5.915,1.988,2.561,0.0,0.0,267.5363399775299
199,1447.0,4.0,-64.759,37.365,24.76703668376058,-1.0302226886863366,0.097,5.915,1.988,2.561,0.0,0.0,292.7983615202891
200,1447.0,4.0,-40.487,37.42,23.68508041068054,-1.0069666961943398,0.194,5.915,1.988,2.561,0.0,0.0,317.07041334505107
201,1447.0,4.0,-17.389,37.517,22.7531032913719,-0.8394908987417864,0.259,5.915,1.988,2.561,0.0,0.0,340.1685223416502
202,1447.0,4.0,5.019,37.605,22.00609861319697,-0.8245029386341969,0.286,5.915,1.988,2.561,0.0,0.0,362.57661992779487
203,1447.0,4.0,26.623,37.694,21.104097414103506,-0.7010017126196146,0.272,5.915,1.988,2.561,0.0,0.0,384.18071956804414
204,1447.0,4.0,47.227,37.779,20.60409518795774,-0.5000022261457673,0.222,5.915,1.988,2.561,0.0,0.0,404.7848147560019
189,1448.0,3.0,-336.467,33.5,26.91302274126972,-0.2644997638492512,0.0,4.514,2.007,1.525,0.0,0.0,21.0854393928567
190,1448.0,3.0,-309.554,33.535,26.64852297742047,-0.3864996549252542,0.126,4.514,2.007,1.525,0.0,0.0,47.99846213412642
191,1448.0,3.0,-283.17,33.57,26.140023431419213,-0.5044995495725217,0.0,4.514,2.007,1.525,0.0,0.0,74.38248534769764
192,1448.0,3.0,-257.274,33.605,25.639523878275426,-0.5280001967301526,0.126,4.514,2.007,1.525,0.0,0.0,100.27850899696485
